produto,categoria,preco,data,regiao,quantidade,desconto,idade,sexo,campanha,mes
Laptop,Roupas,98.1203254738994,2023-08-18,Norte,1.0,0.18790810040977865,52,F,Padrao,8
Mouse,Livros,988.8366050417039,2023-11-11,Leste,4.5,0.044631030324222186,49,M,Promocao,11
Laptop,Eletrônicos,688.0573271035623,2023-03-01,Oeste,7.0,0.17959356162146345,64,F,BlackFriday,3
Calça,Livros,932.8310705205143,2022-10-02,Leste,2.0,0.19786358773732057,49,F,BlackFriday,10
Calça,Livros,218.1584298757703,2023-04-13,Sul,9.0,0.28766592868087004,21,F,Promocao,4
Calça,Eletrônicos,527.3707787480844,2022-08-22,Norte,2.0,0.014419164341632472,59,M,BlackFriday,8
Livro,Eletrônicos,27.937094014343543,2022-11-11,Leste,9.0,0.15483478841768747,18,M,Promocao,11
Tablet,Escritório,197.10032658580832,2022-01-22,Oeste,8.0,0.25841868586580535,51,F,Promocao,1
Livro,Livros,763.1793294631758,2022-05-18,Leste,4.0,0.18422333557711582,61,M,BlackFriday,5
Livro,Roupas,733.6355713033311,2023-01-12,Leste,2.0,0.24422378994179805,57,F,Promocao,1
Tablet,Roupas,32.65395476286342,2023-03-17,Sul,9.0,0.023642529301739677,69,M,BlackFriday,3
Cadeira,Eletrônicos,928.1548237492655,2022-05-20,Leste,9.0,0.23118796314449705,68,M,Promocao,5
Smartphone,Livros,83.10517023062238,2023-08-05,Leste,8.0,0.13225247673990922,53,M,BlackFriday,8
Teclado,Eletrônicos,763.308572546793,2022-04-30,Sul,5.0,0.24158462247760784,39,F,BlackFriday,4
Laptop,Roupas,387.800413151576,2022-03-08,Norte,7.0,0.18647665632381305,22,M,Padrao,3
Livro,Eletrônicos,611.879535690377,2023-02-23,Leste,4.0,0.21686261289096684,33,F,BlackFriday,2
Smartphone,Roupas,976.429166466302,2022-10-16,Norte,9.0,0.18095191526691118,43,F,BlackFriday,10
Tablet,Escritório,802.6145811545823,2023-01-31,Sul,3.0,0.25888585334740655,48,M,Promocao,1
Tablet,Roupas,833.5559966366839,2022-04-19,Norte,5.0,0.21312153138218187,60,F,Promocao,4
Smartphone,Escritório,955.2546166146373,2022-05-30,Oeste,6.0,0.2504902925168279,28,M,Promocao,5
Laptop,Escritório,155.47582430309913,2022-02-25,Sul,9.0,0.23145724168170684,59,M,BlackFriday,2
Smartphone,Roupas,438.15529917054795,2022-03-21,Oeste,7.0,0.0008109075344758131,41,F,Padrao,3
Cadeira,Escritório,903.2705540677903,2023-06-11,Norte,6.0,0.225426359517709,38,M,Padrao,6
Livro,Roupas,556.3671530327905,2022-06-15,Sul,9.0,0.06956466056892426,19,F,Padrao,6
Teclado,Livros,666.4649942592483,2022-11-23,Oeste,9.0,0.16678366346268633,53,M,BlackFriday,11
Livro,Eletrônicos,605.8278295790716,2022-01-11,Oeste,9.0,0.11098222773737494,21,F,Padrao,1
Calça,Livros,595.919180216148,2023-07-08,Sul,6.0,0.07845955426080979,47,F,Promocao,7
Cadeira,Livros,109.96851363295445,2023-04-18,Leste,1.0,0.18656576767377192,25,F,Padrao,4
Laptop,Livros,200.2265680958122,2023-06-12,Oeste,4.0,0.08301895750273137,21,F,BlackFriday,6
Laptop,Escritório,547.7720527364437,2022-10-02,Norte,9.0,0.12739382096770388,40,M,Promocao,10
Teclado,Roupas,448.318614533539,2022-10-30,Oeste,4.0,0.26954355376563316,58,F,Promocao,10
Calça,Livros,249.6666056721481,2023-03-31,Leste,5.0,0.11314616160438877,44,F,Padrao,3
Teclado,Escritório,681.4484811056435,2022-08-18,Norte,6.0,0.2816525915053104,52,F,BlackFriday,8
Tablet,Escritório,764.4833653852165,2023-03-24,Leste,8.0,0.13791459531321953,65,F,BlackFriday,3
Laptop,Livros,853.1612939853175,2023-07-04,Sul,1.0,0.05449008512528005,52,F,Promocao,7
Laptop,Escritório,756.4432953345954,2023-09-07,Norte,8.0,0.20878429171159887,47,M,Padrao,9
Camiseta,Roupas,716.1397547056957,2022-10-17,Sul,8.0,0.28332313641210055,32,F,BlackFriday,10
Smartphone,Livros,243.18426606485696,2023-01-23,Leste,3.0,0.05970821816189672,45,M,Promocao,1
Laptop,Livros,781.4810069932554,2023-03-14,Leste,8.0,0.19091507894854562,31,F,Padrao,3
Mouse,Eletrônicos,439.2629784274346,2023-03-15,Oeste,3.0,0.28063420091967317,42,F,Padrao,3
Smartphone,Roupas,449.636315692554,2022-03-01,Norte,5.0,0.09104331904526845,52,F,Padrao,3
Calça,Roupas,922.49583481352,2022-09-30,Sul,2.0,0.25462008585108986,41,F,Padrao,9
Camiseta,Escritório,343.63333681550995,2023-02-13,Norte,2.0,0.04665200180759168,60,F,BlackFriday,2
Livro,Escritório,772.429194797823,2023-09-24,Oeste,9.0,0.02538776067682691,60,F,Promocao,9
Fone de ouvido,Escritório,983.604849459704,2023-05-08,Oeste,6.0,0.26754575666819397,30,M,Promocao,5
Fone de ouvido,Eletrônicos,962.0806527744941,2022-01-20,Sul,7.0,0.1746769859098209,53,M,BlackFriday,1
Teclado,Livros,592.9620305157167,2023-05-03,Leste,9.0,0.2798525877427875,62,F,Padrao,5
Smartphone,Roupas,130.15514982709823,2023-01-11,Norte,1.0,0.14888591654182884,42,F,Padrao,1
Teclado,Roupas,525.3219585919292,2022-02-09,Sul,7.0,0.23468323305447153,53,F,Promocao,2
Smartphone,Escritório,260.79117222224556,2023-09-21,Leste,4.0,0.06794665725918439,57,F,Padrao,9
Calça,Eletrônicos,598.9424754796793,2023-05-06,Norte,3.0,0.2922143607644985,36,M,Promocao,5
Livro,Roupas,495.5408008431405,2022-05-11,Leste,5.0,0.2626376916944496,44,F,Promocao,5
Teclado,Livros,542.2061890425095,2022-07-22,Norte,3.0,0.017816766288073504,35,M,BlackFriday,7
Camiseta,Escritório,833.8145179088582,2023-04-12,Leste,5.0,0.26447873418869206,69,F,BlackFriday,4
Cadeira,Escritório,499.70241085085917,2022-01-17,Leste,7.0,0.09107317219747325,42,F,BlackFriday,1
Cadeira,Livros,721.3460711463431,2022-08-06,Sul,8.0,0.0027758927261279155,67,F,Padrao,8
Fone de ouvido,Roupas,276.16245219080037,2023-08-25,Leste,6.0,0.21089324602493761,65,F,Promocao,8
Cadeira,Eletrônicos,168.14681547272144,2022-05-25,Oeste,9.0,0.1278304991430727,46,F,Padrao,5
Livro,Escritório,738.4372965615692,2023-04-09,Leste,2.0,0.20900518824592773,21,F,BlackFriday,4
Calça,Livros,140.51733478502254,2022-09-01,Norte,5.0,0.2762135624812756,63,M,BlackFriday,9
Mouse,Livros,222.69099099562442,2023-08-26,Sul,8.0,0.22081029156488235,57,F,BlackFriday,8
Mouse,Eletrônicos,655.6045771099427,2022-11-11,Norte,6.0,0.27748646172711217,39,M,Promocao,11
Fone de ouvido,Roupas,104.88182885324372,2022-04-13,Sul,9.0,0.0926752171718289,37,F,Padrao,4
Mouse,Livros,398.18568185894355,2023-09-19,Norte,9.0,0.21149170710539014,44,F,Promocao,9
Tablet,Escritório,650.7671042485036,2022-09-21,Sul,4.0,0.09968444955810131,50,M,BlackFriday,9
Calça,Roupas,279.34217514059316,2023-02-08,Oeste,7.0,0.07932195604890314,54,M,Promocao,2
Laptop,Escritório,196.30878263350272,2023-10-11,Leste,2.0,0.036138929819805286,40,F,Promocao,10
Mouse,Eletrônicos,236.492735206742,2023-03-15,Oeste,9.0,0.09260200511100165,61,M,Padrao,3
Fone de ouvido,Roupas,100.54003911296736,2023-08-16,Oeste,1.0,0.16610712614149006,50,M,Padrao,8
Livro,Livros,977.1348504913974,2022-01-20,Norte,5.0,0.13965042009007603,61,M,Padrao,1
Smartphone,Escritório,628.951111398742,2023-03-02,Sul,8.0,0.0868509136378853,55,F,Promocao,3
Mouse,Roupas,508.2616611798524,2022-01-29,Oeste,6.0,0.1902505066368176,41,M,Promocao,1
Laptop,Escritório,231.49150447325061,2022-01-21,Oeste,8.0,0.19669415657142916,43,M,Padrao,1
Camiseta,Escritório,642.130794163436,2023-07-26,Oeste,8.0,0.039632637505457965,53,M,Promocao,7
Tablet,Roupas,182.50486790720151,2023-04-16,Norte,4.0,0.08226551639436756,38,M,BlackFriday,4
Camiseta,Eletrônicos,640.6083639443241,2023-07-14,Oeste,3.0,0.05363983186648897,42,M,Promocao,7
Cadeira,Escritório,550.2750207201171,2023-12-27,Norte,13.5,0.2206080414113024,51,M,BlackFriday,12
Cadeira,Livros,425.0793113978855,2022-01-28,Leste,9.0,0.25868885025383076,31,M,Promocao,1
Camiseta,Livros,526.3207210238697,2022-09-01,Norte,2.0,0.1680887936661736,33,M,BlackFriday,9
Camiseta,Roupas,277.6085937212102,2022-09-20,Sul,7.0,0.29148448337211325,20,M,Promocao,9
Tablet,Eletrônicos,940.2084580655599,2022-10-25,Leste,8.0,0.1793600998366375,45,F,Promocao,10
Cadeira,Escritório,408.3365174060068,2023-03-19,Norte,4.0,0.073306410094466,69,M,Padrao,3
Smartphone,Eletrônicos,434.46472885524014,2022-01-03,Sul,2.0,0.20372794008934175,36,M,BlackFriday,1
Smartphone,Escritório,117.17991114814637,2022-09-20,Oeste,6.0,0.0720009403534029,42,F,Promocao,9
Teclado,Escritório,990.93060791981,2022-03-29,Oeste,4.0,0.18219665259587717,37,M,Promocao,3
Camiseta,Roupas,130.6666379135295,2023-02-03,Oeste,5.0,0.1964039138850568,56,F,Padrao,2
Calça,Eletrônicos,868.0518747943585,2023-06-22,Sul,6.0,0.08161131481782072,18,M,BlackFriday,6
Camiseta,Roupas,867.9968834345157,2023-03-12,Oeste,3.0,0.10064427251808802,39,F,Padrao,3
Teclado,Roupas,313.9140860790234,2023-10-25,Leste,3.0,0.27124203615059395,67,F,Promocao,10
Fone de ouvido,Eletrônicos,908.1176661704388,2023-11-23,Norte,4.5,0.14033062433760207,19,F,BlackFriday,11
Calça,Eletrônicos,41.077421290747516,2022-06-25,Leste,4.0,0.13229819098380166,36,F,Padrao,6
Laptop,Eletrônicos,315.24597269215724,2023-08-28,Sul,2.0,0.014974489129683565,49,M,Padrao,8
Laptop,Escritório,275.2855758711192,2023-12-26,Sul,10.5,0.13279260126004,56,F,Padrao,12
Calça,Livros,328.4494787254968,2023-03-04,Sul,7.0,0.2939806360417337,48,F,Padrao,3
Smartphone,Livros,770.3542087243725,2023-02-07,Norte,6.0,0.26270330714532597,63,F,Padrao,2
Cadeira,Livros,661.8341061163375,2023-01-20,Oeste,5.0,0.029058836945605637,66,F,Promocao,1
Laptop,Escritório,909.6380275026889,2023-09-10,Norte,2.0,0.13275202830844443,42,M,Padrao,9
Laptop,Escritório,36.24609849414772,2022-12-07,Sul,4.5,0.20841182449185233,49,M,Promocao,12
Livro,Escritório,800.3956365205104,2022-04-12,Sul,5.0,0.2706839094237921,32,F,Promocao,4
Mouse,Escritório,990.1176434831939,2022-03-28,Sul,7.0,0.03470565484806348,68,M,Padrao,3
Teclado,Livros,21.620260863540736,2022-05-06,Leste,1.0,0.035311787525840084,57,F,Padrao,5
Cadeira,Roupas,516.6314190493943,2023-02-15,Norte,7.0,0.01674742958591624,45,M,Promocao,2
Camiseta,Roupas,948.1611333647435,2022-12-25,Sul,12.0,0.06922718380522895,41,F,BlackFriday,12
Laptop,Roupas,814.5543846285057,2023-03-19,Norte,9.0,0.17851015784556004,48,F,Promocao,3
Smartphone,Livros,180.44477357031707,2022-12-03,Oeste,3.0,0.09794724998313784,51,F,Promocao,12
Mouse,Livros,69.97622191048669,2023-02-03,Norte,7.0,0.1716855286384848,62,M,Promocao,2
Laptop,Livros,465.63953213894405,2023-11-05,Oeste,13.5,0.20329560480346717,37,F,Promocao,11
Cadeira,Escritório,886.3126563651982,2022-06-22,Leste,6.0,0.17637219405822294,29,F,Promocao,6
Fone de ouvido,Livros,591.5952136978133,2022-01-21,Oeste,8.0,0.22564637812108834,51,F,BlackFriday,1
Camiseta,Livros,237.91217819446558,2022-12-20,Oeste,4.5,0.05406743957279688,46,M,BlackFriday,12
Livro,Eletrônicos,67.57578414932019,2022-11-13,Norte,4.5,0.17611782746616997,46,M,Promocao,11
Calça,Escritório,715.4517797238881,2023-03-17,Oeste,5.0,0.25238161157387823,37,F,Padrao,3
Smartphone,Eletrônicos,260.9584690993608,2022-03-14,Norte,8.0,0.09539201524654016,62,F,Padrao,3
Mouse,Eletrônicos,766.1307594066388,2023-04-22,Leste,5.0,0.0869241400461024,69,F,BlackFriday,4
Smartphone,Livros,230.6611304710749,2022-05-12,Sul,4.0,0.1356134752704072,54,F,BlackFriday,5
Laptop,Livros,979.0002059356668,2023-11-14,Sul,13.5,0.231041716316473,36,F,Padrao,11
Teclado,Escritório,927.1073404712009,2022-03-21,Oeste,5.0,0.007133638302293154,65,M,Promocao,3
Cadeira,Eletrônicos,731.898828040068,2023-09-09,Sul,8.0,0.08120149106211602,42,F,Padrao,9
Smartphone,Livros,548.579503621519,2022-04-11,Norte,1.0,0.15940360117270866,39,M,BlackFriday,4
Laptop,Livros,174.32684797424054,2022-05-18,Norte,7.0,0.22506478655094136,33,F,BlackFriday,5
Calça,Eletrônicos,755.628416902628,2023-10-27,Sul,4.0,0.021645501502080076,34,M,Promocao,10
Smartphone,Roupas,883.551375276967,2022-09-14,Sul,1.0,0.157580862961291,61,F,BlackFriday,9
Teclado,Roupas,671.6375209823691,2022-06-14,Sul,3.0,0.11248675000711365,27,F,Promocao,6
Tablet,Roupas,798.7279084553907,2023-08-12,Leste,3.0,0.21954796488862854,31,M,BlackFriday,8
Livro,Escritório,322.20157920513554,2023-06-21,Sul,2.0,0.043312661835507436,68,F,BlackFriday,6
Livro,Escritório,291.607397052539,2023-03-24,Oeste,6.0,0.22284979003510083,55,F,Promocao,3
Camiseta,Livros,198.47371067838426,2023-11-11,Oeste,12.0,0.25772577408259084,40,M,Padrao,11
Mouse,Eletrônicos,667.0853169207729,2022-04-15,Oeste,7.0,0.030872117135894293,24,F,Padrao,4
Smartphone,Escritório,870.3644363415747,2022-02-11,Oeste,3.0,0.16184407785384908,27,F,BlackFriday,2
Livro,Livros,97.91849341831248,2022-02-12,Norte,2.0,0.1900447970358118,31,F,BlackFriday,2
Tablet,Livros,335.3816762299581,2022-08-08,Norte,8.0,0.042291183677209486,23,F,Promocao,8
Smartphone,Livros,829.1438980261753,2022-08-09,Sul,2.0,0.13579442082336168,42,F,BlackFriday,8
Livro,Eletrônicos,653.0855547217194,2023-09-12,Norte,6.0,0.16399663015966312,54,F,Promocao,9
Cadeira,Roupas,969.844759298354,2023-07-19,Leste,2.0,0.1368450644462031,63,F,Promocao,7
Fone de ouvido,Roupas,893.7443338265208,2022-11-22,Oeste,10.5,0.04287286628697351,54,M,Promocao,11
Fone de ouvido,Escritório,349.0351179825881,2023-09-07,Norte,1.0,0.13959444984413844,27,F,BlackFriday,9
Smartphone,Roupas,871.7944467968183,2022-04-26,Leste,1.0,0.25317887510777853,63,F,BlackFriday,4
Mouse,Eletrônicos,385.2330157457083,2023-03-12,Leste,5.0,0.21278197034496643,45,M,Padrao,3
Smartphone,Eletrônicos,548.0518496332134,2023-08-08,Leste,2.0,0.059607995010276645,25,F,Padrao,8
Livro,Roupas,554.9280414477944,2023-03-27,Oeste,1.0,0.09327583594230662,40,F,Promocao,3
Teclado,Roupas,880.5612468013593,2023-04-13,Leste,9.0,0.2996213190301615,68,F,Promocao,4
Camiseta,Livros,115.21361917527028,2023-01-01,Leste,1.0,0.27941328696109125,24,F,Promocao,1
Fone de ouvido,Escritório,762.1692072168182,2023-01-10,Norte,8.0,0.0593193355540897,18,M,Padrao,1
Tablet,Roupas,57.62530507397571,2023-09-14,Leste,4.0,0.25414434089627924,51,F,Padrao,9
Smartphone,Eletrônicos,213.98096738492487,2023-11-17,Leste,6.0,0.2219807051658395,36,M,Promocao,11
Tablet,Escritório,934.9839372711825,2022-08-18,Leste,5.0,0.20047013693267446,23,F,Padrao,8
Tablet,Livros,151.85821733712294,2022-02-05,Norte,1.0,0.03667090007350895,31,F,Padrao,2
Laptop,Roupas,453.72029833850655,2023-01-18,Leste,5.0,0.12436127321358362,46,F,BlackFriday,1
Cadeira,Escritório,190.4799062181845,2023-07-26,Oeste,3.0,0.25342167828557366,56,M,Padrao,7
Cadeira,Roupas,254.22725502738368,2022-07-12,Oeste,7.0,3.0090322978992833e-05,59,M,BlackFriday,7
Fone de ouvido,Roupas,385.7683293968178,2023-08-06,Leste,9.0,0.1936089792611169,34,M,Promocao,8
Livro,Roupas,189.2478624978812,2023-05-10,Oeste,7.0,0.16783284869029894,52,F,Padrao,5
Calça,Eletrônicos,687.3447594540559,2023-03-10,Sul,8.0,0.28235604915379864,20,M,Promocao,3
Calça,Escritório,342.95482257050776,2023-09-23,Leste,3.0,0.27691135428686414,24,M,Promocao,9
Laptop,Eletrônicos,363.4537987942846,2022-09-25,Oeste,3.0,0.1286677145719817,60,M,Promocao,9
Cadeira,Eletrônicos,435.94315460845706,2023-07-10,Norte,8.0,0.1883570703154783,35,M,Padrao,7
Mouse,Escritório,123.34339076452773,2022-06-09,Norte,4.0,0.15995308995910829,59,F,Padrao,6
Mouse,Escritório,90.89323402938538,2022-06-21,Oeste,5.0,0.013776635517500246,69,M,BlackFriday,6
Livro,Roupas,691.369536254008,2023-01-03,Oeste,5.0,0.16694425716453293,34,F,Padrao,1
Cadeira,Escritório,904.6827621799479,2022-11-03,Sul,12.0,0.18872397524900594,26,F,Padrao,11
Teclado,Livros,817.139430695264,2023-02-03,Oeste,8.0,0.20469970989096517,56,M,Promocao,2
Teclado,Livros,787.8335944814313,2023-08-26,Oeste,2.0,0.2089949592030866,22,M,Padrao,8
Camiseta,Escritório,325.81629757681577,2023-10-12,Leste,5.0,0.17022746717934942,58,F,BlackFriday,10
Calça,Eletrônicos,213.27538800494145,2022-04-14,Leste,3.0,0.26944482187618896,61,M,Promocao,4
Mouse,Escritório,893.5737613304752,2022-12-26,Sul,3.0,0.24028895861817479,57,M,BlackFriday,12
Tablet,Escritório,951.0800784139263,2023-07-24,Sul,6.0,0.14449922453447744,32,M,BlackFriday,7
Fone de ouvido,Roupas,980.7653210535188,2022-04-08,Oeste,9.0,0.22345818029701178,55,F,BlackFriday,4
Mouse,Escritório,341.36516136160674,2023-10-22,Leste,7.0,0.010619529334700195,33,F,BlackFriday,10
Tablet,Escritório,659.0023923301941,2022-12-10,Sul,12.0,0.1786305543321258,48,M,BlackFriday,12
Teclado,Escritório,897.6896060586406,2022-02-11,Norte,3.0,0.253418951086657,20,M,BlackFriday,2
Fone de ouvido,Eletrônicos,373.1159293592323,2022-09-26,Leste,5.0,0.24220261154763337,64,F,BlackFriday,9
Fone de ouvido,Eletrônicos,256.6018866242393,2023-02-24,Norte,8.0,0.04960903550769761,35,M,Padrao,2
Cadeira,Livros,519.808468431325,2023-07-30,Norte,5.0,0.11087100712028271,21,F,Padrao,7
Livro,Eletrônicos,372.518066808027,2023-08-28,Leste,5.0,0.24487468960316786,32,M,Promocao,8
Mouse,Livros,156.21604511252806,2022-05-31,Norte,2.0,0.16857934931472385,41,F,BlackFriday,5
Calça,Escritório,325.221232867256,2022-08-11,Oeste,4.0,0.08798533814009855,53,M,Promocao,8
Laptop,Eletrônicos,523.2745474061908,2023-06-10,Norte,7.0,0.17127170740133316,54,M,Padrao,6
Mouse,Eletrônicos,113.15722251957308,2022-04-27,Norte,3.0,0.03730042256072053,42,M,BlackFriday,4
Tablet,Roupas,141.38315279703198,2022-11-23,Norte,1.5,0.15916672695620032,41,F,BlackFriday,11
Fone de ouvido,Escritório,922.0571128523227,2023-11-12,Oeste,4.5,0.2580197159778159,38,F,Promocao,11
Teclado,Escritório,779.2519805411392,2023-10-18,Oeste,3.0,0.16815043686107967,25,M,Padrao,10
Teclado,Escritório,319.9725782519505,2023-07-05,Leste,2.0,0.19756122727391254,57,M,Padrao,7
Livro,Eletrônicos,174.56003995583904,2023-06-30,Sul,1.0,0.2351226955355748,23,F,Promocao,6
Calça,Escritório,217.17368506328012,2022-03-23,Leste,5.0,0.20021434857968481,66,M,Padrao,3
Fone de ouvido,Livros,619.2336032513325,2022-08-20,Leste,5.0,0.030336174986669115,62,M,Promocao,8
Camiseta,Escritório,305.24406042653493,2022-07-31,Oeste,9.0,0.005462834417723228,64,M,Padrao,7
Camiseta,Escritório,726.3062255686343,2022-05-19,Norte,1.0,0.19359389949115854,35,M,BlackFriday,5
Smartphone,Eletrônicos,534.3118938202626,2022-07-28,Sul,9.0,0.18630625232906436,56,F,Padrao,7
Calça,Roupas,911.5111292952025,2023-08-25,Norte,1.0,0.07314421130723966,67,F,Padrao,8
Teclado,Roupas,933.9831977929821,2023-12-10,Sul,9.0,0.20878666700441423,51,F,Promocao,12
Tablet,Eletrônicos,712.1161803481779,2023-09-18,Norte,5.0,0.1264416330057099,53,M,BlackFriday,9
Camiseta,Escritório,282.93398526246636,2023-09-29,Leste,7.0,0.05961914609281896,27,M,Promocao,9
Camiseta,Eletrônicos,740.0208248606027,2022-07-27,Sul,5.0,0.11372111942567975,22,M,BlackFriday,7
Smartphone,Livros,562.9919006508688,2022-01-24,Sul,2.0,0.005243315343183408,64,M,Padrao,1
Calça,Livros,662.3836740760133,2022-06-18,Oeste,4.0,0.045331476434595584,29,F,Promocao,6
Laptop,Roupas,547.8336672056234,2023-10-01,Oeste,3.0,0.08451198759800767,53,M,BlackFriday,10
Fone de ouvido,Roupas,557.7522095289955,2022-12-19,Oeste,7.5,0.16802808991423346,29,F,Promocao,12
Teclado,Roupas,410.82954020300446,2023-04-18,Oeste,2.0,0.2984808550525345,40,F,Padrao,4
Teclado,Livros,633.7175457604756,2023-09-12,Norte,9.0,0.054443005173679934,43,M,BlackFriday,9
Teclado,Eletrônicos,135.826646649976,2022-08-12,Oeste,2.0,0.2000447830502589,69,M,BlackFriday,8
Cadeira,Livros,81.8467170825924,2023-11-05,Sul,3.0,0.22749751390657125,62,F,Padrao,11
Teclado,Roupas,237.21085981334855,2022-08-28,Oeste,2.0,0.16298455440814594,67,F,Promocao,8
Camiseta,Escritório,109.59262834899323,2023-12-02,Oeste,13.5,0.21249469733410223,30,M,Padrao,12
Cadeira,Escritório,365.7544362157744,2023-10-17,Sul,2.0,0.06003810423955016,38,F,BlackFriday,10
Tablet,Eletrônicos,877.4639029278454,2023-09-10,Norte,1.0,0.26502049898779,21,M,BlackFriday,9
Livro,Livros,541.9081542512208,2023-07-08,Oeste,4.0,0.1949028108775859,23,M,Padrao,7
Livro,Livros,985.4540375559642,2022-12-03,Sul,1.5,0.04025518712475146,23,F,Promocao,12
Camiseta,Roupas,111.4534314450971,2023-01-18,Sul,2.0,0.2462577132061854,45,M,Promocao,1
Tablet,Escritório,670.5847896872593,2022-10-04,Sul,4.0,0.048686903359308864,30,F,BlackFriday,10
Tablet,Roupas,207.95312556700992,2022-09-20,Oeste,7.0,0.24053052244607864,64,M,Promocao,9
Laptop,Livros,231.8027198717107,2023-11-02,Sul,7.5,0.02581043519053926,38,M,Padrao,11
Laptop,Escritório,653.618327968257,2023-08-15,Leste,3.0,0.2620390393526538,53,F,BlackFriday,8
Calça,Roupas,860.0965497470414,2022-07-19,Sul,1.0,0.27246392055676977,62,M,BlackFriday,7
Livro,Escritório,140.03622509003,2023-02-19,Sul,8.0,0.1490372408145342,68,M,BlackFriday,2
Cadeira,Roupas,334.19076653024524,2023-06-06,Leste,8.0,0.21020482488463912,26,M,Promocao,6
Cadeira,Eletrônicos,248.88890060195826,2022-09-20,Sul,8.0,0.08948589895039495,58,F,Padrao,9
Cadeira,Escritório,636.0564438345399,2022-07-18,Norte,8.0,0.12117003914395405,66,M,BlackFriday,7
Tablet,Eletrônicos,780.0422296268551,2023-01-17,Oeste,4.0,0.01633471094109895,69,M,BlackFriday,1
Livro,Eletrônicos,504.57834480119783,2022-10-20,Sul,2.0,0.16797179315101887,22,M,Padrao,10
Mouse,Escritório,24.670236684193295,2022-08-09,Norte,5.0,0.11987269005671107,43,M,Promocao,8
Calça,Eletrônicos,316.3512561352371,2023-09-30,Leste,4.0,0.1354509553313394,67,F,BlackFriday,9
Cadeira,Roupas,516.3239761551595,2023-07-31,Oeste,8.0,0.21199690028617202,57,F,Promocao,7
Calça,Roupas,457.2226458398842,2023-01-18,Leste,9.0,0.18645733484136576,58,M,Padrao,1
Smartphone,Escritório,553.7868474024104,2023-06-06,Norte,4.0,0.16061365055690277,52,F,Promocao,6
Livro,Escritório,692.1825536220882,2022-02-10,Oeste,2.0,0.19236229208584923,30,F,BlackFriday,2
Camiseta,Escritório,164.0939162296274,2023-10-21,Leste,3.0,0.1163616538469877,56,M,BlackFriday,10
Tablet,Livros,949.5465376924463,2022-08-09,Norte,5.0,0.2766656895013644,31,F,Promocao,8
Livro,Livros,642.6275521084298,2023-12-13,Oeste,7.5,0.0702389987001681,54,M,Promocao,12
Tablet,Livros,798.5134606560356,2022-12-19,Norte,3.0,0.2344867226356822,67,F,Padrao,12
Calça,Escritório,978.4826593514666,2022-03-02,Oeste,5.0,0.05445754455315011,50,M,Promocao,3
